sku,national_inv,lead_time,in_transit_qty,forecast_3_month,forecast_6_month,forecast_9_month,sales_1_month,sales_3_month,sales_6_month,sales_9_month,min_bank,potential_issue,pieces_past_due,perf_6_month_avg,perf_12_month_avg,local_bo_qty,deck_risk,oe_constraint,ppap_risk,stop_auto_buy,rev_stop,went_on_backorder
1515153,5.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,No,0.0,0.42,0.36,0.0,No,No,No,Yes,No,No
3277063,343.0,52.0,0.0,0.0,0.0,0.0,1.0,9.0,19.0,25.0,2.0,No,0.0,0.99,0.99,0.0,Yes,No,No,No,No,No
3030708,0.0,9.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,No,0.0,0.7,0.66,0.0,No,No,No,Yes,No,No
1878683,9.0,8.0,0.0,54.0,54.0,54.0,2.0,7.0,16.0,29.0,2.0,No,0.0,0.99,0.99,0.0,No,No,Yes,Yes,No,No
2044240,11.0,2.0,0.0,0.0,0.0,0.0,0.0,1.0,3.0,3.0,0.0,No,0.0,0.99,0.99,0.0,No,No,No,Yes,No,No
1816756,32.0,8.0,1.0,0.0,0.0,0.0,6.0,22.0,55.0,68.0,0.0,No,0.0,0.48,0.57,0.0,No,No,No,Yes,No,No
2065857,306.0,2.0,299.0,209.0,505.0,835.0,93.0,313.0,674.0,996.0,51.0,No,0.0,0.98,0.99,0.0,No,No,No,Yes,No,No
3267259,62.0,8.0,53.0,132.0,287.0,452.0,34.0,150.0,290.0,426.0,21.0,No,0.0,0.5,0.46,0.0,No,No,No,Yes,No,No
1782782,125.0,12.0,0.0,0.0,0.0,5.0,4.0,16.0,26.0,49.0,13.0,No,0.0,0.78,0.78,0.0,No,No,No,Yes,No,No
2106633,2.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,No,0.0,1.0,0.9,0.0,No,No,No,Yes,No,No
1392178,156.0,4.0,20.0,216.0,426.0,641.0,75.0,237.0,444.0,603.0,74.0,No,0.0,0.43,0.45,0.0,No,No,No,Yes,No,No
1258053,39.0,2.0,12.0,0.0,0.0,0.0,1.0,34.0,34.0,36.0,1.0,No,0.0,0.79,0.89,0.0,Yes,No,No,Yes,No,No
1631055,58.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,No,0.0,0.97,0.97,0.0,No,No,No,Yes,No,No
1779733,39.0,8.0,0.0,0.0,4.0,30.0,25.0,40.0,108.0,159.0,1.0,No,0.0,0.45,0.57,0.0,No,No,No,Yes,No,No
1880361,282.0,4.0,216.0,0.0,216.0,216.0,34.0,162.0,367.0,499.0,87.0,No,0.0,0.93,0.91,0.0,No,No,No,Yes,No,No
1787306,4.0,2.0,0.0,0.0,1.0,3.0,1.0,5.0,6.0,6.0,0.0,No,0.0,0.74,0.73,0.0,Yes,No,Yes,Yes,No,No
2308561,10.0,12.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,No,0.0,0.48,0.48,0.0,Yes,No,No,Yes,No,No
1803567,134.0,12.0,0.0,125.0,125.0,125.0,6.0,36.0,153.0,187.0,31.0,No,1.0,0.81,0.83,0.0,No,No,No,Yes,No,No
1371822,1850.0,12.0,40.0,0.0,414.0,1330.0,223.0,696.0,1734.0,2647.0,301.0,No,0.0,0.87,0.75,0.0,No,No,No,Yes,No,No
1382416,3.0,12.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,No,0.0,0.63,0.72,0.0,No,No,No,Yes,No,No
3253362,90.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,No,0.0,-99.0,-99.0,0.0,Yes,No,Yes,Yes,No,No
1541124,36.0,2.0,0.0,0.0,0.0,0.0,1.0,2.0,5.0,13.0,1.0,No,0.0,0.53,0.54,0.0,Yes,No,No,Yes,No,No
1957199,0.0,4.0,14.0,3.0,3.0,3.0,0.0,0.0,0.0,0.0,1.0,No,0.0,0.24,0.14,0.0,Yes,No,No,Yes,No,No
1678890,52.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,No,0.0,-99.0,-99.0,0.0,Yes,No,No,Yes,No,No
2959336,0.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,No,0.0,1.0,0.93,0.0,No,No,No,Yes,No,No
1677771,141.0,2.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,4.0,1.0,No,0.0,0.32,0.27,0.0,No,No,No,Yes,No,No
1174696,17.0,0.0,0.0,30.0,30.0,30.0,3.0,10.0,18.0,25.0,1.0,No,0.0,0.0,0.0,0.0,No,No,Yes,Yes,No,No
3267701,1.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,No,0.0,0.7,0.66,0.0,No,No,No,Yes,No,No
1927616,108.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,No,0.0,0.83,0.91,0.0,No,No,No,Yes,No,No
1868291,5.0,2.0,0.0,0.0,0.0,1.0,0.0,0.0,2.0,5.0,0.0,No,0.0,0.97,0.92,0.0,No,No,No,Yes,No,No
1972993,25.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,No,0.0,-99.0,-99.0,0.0,Yes,No,No,Yes,No,No
2055978,1.0,9.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,No,0.0,0.99,0.99,0.0,No,No,No,Yes,No,No
2896883,26.0,8.0,0.0,0.0,0.0,0.0,2.0,2.0,2.0,4.0,2.0,No,0.0,0.79,0.79,0.0,No,No,No,Yes,No,No
1308458,500.0,12.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,No,0.0,0.96,0.86,0.0,No,No,No,Yes,No,No
1398958,3.0,15.0,0.0,0.0,0.0,0.0,0.0,2.0,4.0,8.0,2.0,No,0.0,0.93,0.92,0.0,Yes,No,No,Yes,No,No
1722488,3.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,No,0.0,0.76,0.78,0.0,No,No,Yes,Yes,No,No
2926993,390.0,8.0,0.0,0.0,53.0,111.0,1.0,1.0,2.0,2.0,2.0,No,0.0,0.95,0.93,0.0,No,No,No,Yes,No,No
1769470,40.0,,0.0,0.0,0.0,0.0,5.0,13.0,30.0,47.0,1.0,No,0.0,-99.0,-99.0,0.0,Yes,No,Yes,Yes,No,No
2238433,223.0,2.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,2.0,2.0,No,0.0,0.67,0.68,0.0,Yes,No,No,Yes,No,No
2125152,4.0,2.0,0.0,9.0,12.0,15.0,2.0,8.0,9.0,12.0,1.0,No,3.0,0.83,0.83,0.0,Yes,No,Yes,Yes,No,No
3273660,193.0,2.0,0.0,0.0,0.0,0.0,4.0,18.0,32.0,40.0,0.0,No,0.0,0.0,0.0,0.0,No,No,No,Yes,No,No
2060599,19.0,8.0,0.0,0.0,0.0,0.0,1.0,6.0,9.0,16.0,0.0,No,0.0,0.84,0.92,0.0,No,No,No,Yes,No,No
1530859,769.0,8.0,17.0,0.0,0.0,108.0,53.0,190.0,359.0,508.0,38.0,No,0.0,0.7,0.64,0.0,No,No,No,Yes,No,No
2966910,36.0,8.0,0.0,0.0,0.0,0.0,8.0,16.0,32.0,62.0,2.0,No,0.0,0.92,0.91,0.0,No,No,No,Yes,No,No
1247672,43.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,0.0,No,0.0,0.17,0.34,0.0,No,No,No,Yes,No,No
1721926,2.0,12.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,No,0.0,0.63,0.72,0.0,No,No,No,Yes,No,No
3100959,0.0,12.0,0.0,20.0,32.0,40.0,0.0,0.0,0.0,0.0,1.0,No,0.0,0.48,0.48,0.0,Yes,No,No,Yes,No,No
2838357,1.0,12.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,No,0.0,0.73,0.79,0.0,No,No,No,Yes,No,No
2168631,245.0,12.0,0.0,610.0,610.0,610.0,0.0,0.0,0.0,0.0,0.0,No,0.0,0.92,0.89,0.0,No,No,No,Yes,No,No
1305179,1413.0,8.0,425.0,2024.0,4356.0,6820.0,960.0,2798.0,5488.0,8026.0,878.0,No,0.0,1.0,1.0,0.0,No,No,No,Yes,No,No
1410162,10.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,No,0.0,0.81,0.82,0.0,No,No,Yes,Yes,No,No
1764600,1899.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,No,0.0,1.0,1.0,0.0,No,No,No,Yes,No,No
1835264,101.0,8.0,0.0,0.0,0.0,0.0,5.0,11.0,26.0,56.0,22.0,No,0.0,0.67,0.39,0.0,No,No,No,Yes,No,No
3207834,41.0,2.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,No,0.0,1.0,1.0,0.0,No,No,No,Yes,No,No
1906281,1.0,8.0,0.0,2.0,3.0,4.0,1.0,3.0,3.0,4.0,0.0,No,0.0,0.81,0.85,0.0,No,No,No,Yes,No,No
1166818,158.0,12.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,No,0.0,0.93,0.88,0.0,No,No,Yes,Yes,No,No
3069717,120.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,No,0.0,0.79,0.79,0.0,No,No,No,Yes,No,No
1159788,897.0,14.0,0.0,288.0,1044.0,1368.0,130.0,500.0,1030.0,1779.0,615.0,No,0.0,0.88,0.94,0.0,No,No,No,Yes,No,No
2044321,47.0,8.0,0.0,0.0,0.0,0.0,9.0,15.0,33.0,59.0,2.0,No,0.0,1.0,0.99,0.0,No,No,No,Yes,No,No
1566559,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,No,0.0,-99.0,-99.0,0.0,No,No,No,Yes,No,No
2030134,102.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,No,0.0,0.68,0.66,0.0,No,No,No,Yes,No,No
1532193,1214.0,8.0,2400.0,3400.0,7800.0,15600.0,2414.0,4840.0,7548.0,7898.0,171.0,No,0.0,1.0,1.0,0.0,No,No,No,Yes,No,No
1964704,0.0,2.0,0.0,11.0,11.0,11.0,0.0,0.0,0.0,0.0,0.0,Yes,0.0,0.24,0.28,0.0,Yes,No,No,Yes,No,No
2269063,60.0,8.0,0.0,19.0,19.0,38.0,3.0,13.0,37.0,65.0,15.0,No,0.0,0.93,0.97,0.0,No,No,No,Yes,No,No
2313198,7.0,8.0,0.0,6.0,12.0,18.0,0.0,4.0,7.0,12.0,0.0,No,0.0,0.9,0.95,0.0,No,No,No,Yes,No,No
1419036,44.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,No,0.0,-99.0,-99.0,0.0,No,No,Yes,Yes,No,No
1340878,624.0,8.0,471.0,1000.0,1700.0,2300.0,182.0,963.0,1796.0,2748.0,616.0,No,0.0,0.99,0.99,2.0,No,No,No,Yes,No,No
1572548,4.0,8.0,0.0,0.0,4.0,6.0,0.0,1.0,3.0,6.0,0.0,No,0.0,0.66,0.69,0.0,No,No,No,Yes,No,No
1344746,3.0,9.0,0.0,0.0,0.0,1.0,0.0,0.0,2.0,3.0,0.0,No,0.0,0.69,0.68,0.0,No,No,No,Yes,No,No
1693418,33.0,2.0,0.0,36.0,84.0,108.0,16.0,41.0,94.0,142.0,0.0,No,0.0,0.97,0.89,0.0,No,No,No,Yes,No,No
1957140,40.0,2.0,0.0,0.0,0.0,0.0,2.0,2.0,2.0,2.0,1.0,No,0.0,0.0,0.29,0.0,No,No,No,Yes,No,No
1720226,0.0,12.0,0.0,9.0,9.0,9.0,0.0,0.0,0.0,0.0,0.0,No,0.0,0.58,0.58,0.0,Yes,No,Yes,Yes,No,No
1579098,1.0,8.0,0.0,35.0,35.0,35.0,3.0,4.0,5.0,6.0,2.0,No,0.0,0.93,0.95,0.0,No,No,No,Yes,No,No
2967790,246.0,2.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,No,0.0,0.0,0.33,0.0,No,No,No,Yes,No,No
1860711,4.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,No,0.0,0.8,0.82,0.0,Yes,No,No,Yes,No,No
1632408,77.0,8.0,26.0,0.0,24.0,48.0,13.0,35.0,68.0,101.0,15.0,No,0.0,1.0,1.0,0.0,No,No,No,Yes,No,No
3193817,12.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,No,0.0,0.73,0.76,0.0,No,No,Yes,Yes,No,No
2056242,113.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,No,0.0,0.94,0.97,0.0,No,No,No,Yes,No,No
1861862,31.0,8.0,0.0,0.0,50.0,50.0,3.0,17.0,38.0,61.0,0.0,No,0.0,0.97,0.95,0.0,No,No,No,Yes,No,No
3198069,4.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,No,0.0,-99.0,-99.0,0.0,Yes,No,No,Yes,No,No
2162340,0.0,12.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,No,0.0,0.5,0.28,0.0,No,No,No,Yes,No,No
2283083,189.0,9.0,0.0,0.0,0.0,0.0,6.0,30.0,100.0,211.0,24.0,No,0.0,0.95,0.9,0.0,No,No,No,Yes,No,No
1644409,18.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,No,0.0,0.73,0.78,0.0,Yes,No,No,Yes,No,No
2234697,164.0,8.0,0.0,0.0,0.0,0.0,0.0,4.0,32.0,65.0,8.0,No,0.0,0.5,0.52,0.0,No,No,Yes,Yes,No,No
3256229,4.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,No,0.0,0.98,0.98,0.0,No,No,No,Yes,No,No
1161433,3.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,No,0.0,0.77,0.8,0.0,No,No,No,Yes,No,No
2180297,110.0,12.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,No,0.0,0.57,0.7,0.0,No,No,No,Yes,No,No
2306839,8.0,,0.0,0.0,0.0,0.0,0.0,1.0,4.0,4.0,1.0,No,0.0,-99.0,-99.0,0.0,No,No,No,Yes,No,No
1765778,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,No,0.0,-99.0,-99.0,0.0,No,No,No,Yes,No,No
1887309,4.0,13.0,0.0,0.0,0.0,1.0,0.0,1.0,2.0,3.0,0.0,No,0.0,0.8,0.82,0.0,No,No,No,Yes,No,No
1512341,1.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,No,0.0,0.99,0.98,0.0,No,No,No,Yes,No,No
1382309,1449.0,12.0,8.0,0.0,0.0,192.0,124.0,303.0,760.0,1304.0,21.0,No,0.0,0.38,0.47,0.0,No,No,No,No,No,No
2180516,7.0,2.0,0.0,22.0,22.0,22.0,0.0,0.0,0.0,0.0,1.0,No,0.0,0.88,0.85,0.0,Yes,No,No,Yes,No,No
1484516,55.0,2.0,0.0,16.0,40.0,40.0,0.0,0.0,0.0,0.0,1.0,No,0.0,0.98,0.98,0.0,Yes,No,Yes,Yes,No,No
1537830,13.0,12.0,13.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,No,0.0,0.58,0.58,0.0,Yes,No,No,Yes,No,No
1212807,4.0,12.0,0.0,0.0,0.0,2.0,1.0,1.0,1.0,4.0,1.0,No,0.0,0.76,0.53,0.0,No,No,No,Yes,No,No
1422006,62.0,9.0,0.0,27.0,81.0,153.0,29.0,53.0,133.0,161.0,30.0,No,0.0,0.68,0.66,0.0,No,No,No,Yes,No,No
3132373,720.0,2.0,2341.0,1512.0,2856.0,3696.0,540.0,1626.0,3015.0,4479.0,427.0,No,0.0,0.92,0.89,0.0,No,No,Yes,Yes,No,No
2091763,20.0,12.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,No,0.0,0.48,0.48,0.0,Yes,No,No,Yes,No,No
2253811,41.0,8.0,0.0,0.0,65.0,65.0,8.0,19.0,33.0,61.0,0.0,No,0.0,1.0,0.97,0.0,No,No,No,Yes,No,No
2871270,234.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,No,0.0,-99.0,-99.0,0.0,Yes,No,No,Yes,No,No
1239675,24.0,,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,2.0,No,0.0,-99.0,-99.0,0.0,No,No,No,Yes,No,No
2058197,3.0,12.0,0.0,0.0,1.0,3.0,0.0,1.0,2.0,4.0,0.0,No,0.0,0.78,0.78,0.0,No,No,No,Yes,No,No
2114853,15.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,No,0.0,0.5,0.28,0.0,No,No,No,Yes,No,No
2024875,44216.0,2.0,0.0,0.0,0.0,0.0,37.0,107.0,217.0,348.0,24.0,No,0.0,0.85,0.9,0.0,No,No,No,Yes,No,No
1696415,1527.0,8.0,0.0,0.0,0.0,0.0,7.0,23.0,33.0,56.0,0.0,No,0.0,0.68,0.69,0.0,No,No,Yes,Yes,No,No
2121770,1.0,12.0,0.0,1.0,2.0,3.0,0.0,1.0,2.0,3.0,0.0,No,0.0,0.73,0.76,0.0,No,No,No,Yes,No,No
1868428,2.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,No,0.0,0.78,0.86,0.0,No,No,No,Yes,No,No
1403398,49.0,2.0,0.0,0.0,0.0,40.0,3.0,12.0,19.0,21.0,2.0,No,0.0,1.0,1.0,0.0,Yes,No,No,Yes,No,No
3081031,53.0,4.0,0.0,0.0,0.0,0.0,2.0,9.0,18.0,25.0,0.0,No,0.0,0.73,0.78,0.0,No,No,No,Yes,No,No
2041511,147.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,18.0,36.0,0.0,No,0.0,0.61,0.57,0.0,No,No,Yes,Yes,No,No
1929965,2.0,12.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,No,0.0,0.78,0.78,0.0,No,No,No,Yes,No,No
1880504,139.0,8.0,0.0,0.0,0.0,0.0,11.0,28.0,53.0,76.0,3.0,No,0.0,1.0,0.99,0.0,No,No,No,Yes,No,No
1748705,12.0,12.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,No,0.0,0.44,0.38,0.0,No,No,No,Yes,No,No
1296530,16.0,4.0,0.0,11.0,22.0,33.0,0.0,5.0,15.0,27.0,0.0,No,0.0,0.77,0.8,0.0,No,No,No,Yes,No,No
2917956,1197.0,2.0,304.0,1200.0,2400.0,3600.0,418.0,1855.0,2975.0,4219.0,369.0,No,0.0,0.9,0.9,0.0,No,No,No,Yes,No,No
1571407,3.0,2.0,100.0,100.0,200.0,300.0,137.0,300.0,412.0,594.0,22.0,No,0.0,0.97,0.93,4.0,No,No,No,Yes,No,No
1633415,8.0,2.0,0.0,0.0,10.0,10.0,1.0,3.0,8.0,8.0,0.0,No,0.0,0.99,0.99,0.0,No,No,No,Yes,No,No
1845897,355.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,No,0.0,0.99,0.99,0.0,No,No,Yes,Yes,No,No
1951750,3.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,No,0.0,0.84,0.89,0.0,No,No,No,Yes,No,No
3031760,11.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,No,0.0,0.0,0.0,0.0,No,No,No,No,No,No
3210334,42.0,9.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,No,0.0,0.99,0.99,0.0,No,No,No,Yes,No,No
1365310,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,No,0.0,-99.0,-99.0,0.0,No,No,No,Yes,No,No
1153324,10.0,10.0,0.0,13.0,13.0,13.0,0.0,5.0,9.0,12.0,0.0,No,0.0,0.89,0.9,0.0,No,No,No,Yes,No,No
1386682,56.0,8.0,4.0,100.0,100.0,200.0,16.0,39.0,81.0,114.0,16.0,No,0.0,0.97,0.9,0.0,No,No,No,Yes,No,No
3086104,10.0,8.0,0.0,24.0,24.0,24.0,3.0,8.0,11.0,16.0,1.0,No,0.0,0.98,0.98,0.0,No,No,No,Yes,No,No
1593205,3.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,No,0.0,0.99,0.98,0.0,No,No,No,Yes,No,No
3218680,102.0,8.0,3.0,0.0,0.0,0.0,7.0,23.0,48.0,78.0,28.0,No,0.0,0.97,0.98,0.0,No,No,No,Yes,No,No
1677032,188.0,8.0,0.0,0.0,0.0,0.0,4.0,12.0,20.0,32.0,2.0,No,0.0,0.83,0.83,0.0,No,No,No,Yes,No,No
1905754,2.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,No,0.0,0.43,0.45,0.0,No,No,No,Yes,No,No
3046077,12.0,,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,No,0.0,-99.0,-99.0,0.0,Yes,No,No,Yes,No,No
2220129,10.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,No,0.0,0.73,0.78,0.0,No,No,No,Yes,No,No
2902659,2105.0,2.0,1.0,0.0,0.0,0.0,7.0,17.0,39.0,62.0,14.0,No,0.0,0.63,0.72,0.0,No,No,No,Yes,No,No
1554457,139.0,2.0,0.0,0.0,0.0,0.0,3.0,3.0,3.0,3.0,1.0,No,0.0,1.0,1.0,0.0,Yes,No,No,Yes,No,No
2900678,74.0,8.0,3.0,24.0,48.0,72.0,7.0,26.0,76.0,124.0,21.0,No,0.0,0.98,0.98,0.0,No,No,No,Yes,No,No
2228592,2.0,12.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,No,0.0,0.73,0.76,0.0,No,No,No,Yes,No,No
2160556,6.0,8.0,0.0,0.0,4.0,10.0,2.0,4.0,10.0,18.0,2.0,No,0.0,0.98,0.98,0.0,No,No,No,Yes,No,No
1957247,94.0,8.0,3.0,80.0,180.0,300.0,25.0,72.0,179.0,253.0,37.0,No,0.0,1.0,0.88,0.0,No,No,No,Yes,No,No
3031365,2.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,No,0.0,0.78,0.78,0.0,No,No,No,Yes,No,No
3175517,1.0,8.0,0.0,1.0,2.0,3.0,1.0,2.0,2.0,3.0,0.0,No,0.0,0.98,0.97,0.0,No,No,No,Yes,No,No
1364419,4.0,2.0,0.0,5.0,5.0,5.0,0.0,0.0,0.0,0.0,0.0,No,0.0,0.8,0.82,0.0,Yes,No,No,Yes,No,No
3219667,28.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,No,0.0,0.84,0.82,0.0,No,No,No,Yes,No,No
1542960,112.0,8.0,0.0,0.0,0.0,0.0,5.0,16.0,88.0,108.0,0.0,No,0.0,0.73,0.73,0.0,No,No,No,Yes,No,No
2071402,12.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,No,0.0,-99.0,-99.0,0.0,Yes,No,No,Yes,No,No
1640525,792.0,8.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,6.0,2.0,No,0.0,0.98,0.98,0.0,No,No,No,Yes,No,No
1366869,23.0,12.0,29.0,0.0,29.0,58.0,15.0,29.0,61.0,93.0,11.0,No,0.0,0.78,0.78,0.0,No,No,No,Yes,No,No
3175381,9.0,2.0,0.0,10.0,15.0,20.0,2.0,9.0,14.0,18.0,1.0,No,0.0,0.98,0.99,0.0,Yes,No,No,Yes,No,No
2159952,36.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,No,0.0,-99.0,-99.0,0.0,Yes,No,No,Yes,No,No
1505019,0.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,No,0.0,0.77,0.62,0.0,Yes,No,No,Yes,No,No
1596812,98.0,14.0,2.0,83.0,124.0,162.0,25.0,101.0,195.0,252.0,28.0,No,0.0,0.68,0.69,0.0,No,No,No,Yes,No,No
1300766,342.0,8.0,117.0,1049.0,1865.0,2609.0,263.0,796.0,1597.0,2523.0,288.0,No,0.0,1.0,0.99,0.0,No,No,No,Yes,No,No
2066439,0.0,2.0,0.0,11.0,11.0,11.0,0.0,0.0,0.0,0.0,1.0,No,0.0,0.98,0.98,0.0,Yes,No,No,Yes,No,No
1996125,12.0,8.0,0.0,50.0,50.0,50.0,0.0,0.0,0.0,0.0,0.0,No,0.0,0.51,0.53,0.0,Yes,No,No,Yes,No,No
2822642,295.0,8.0,515.0,720.0,1080.0,1800.0,290.0,788.0,1310.0,1935.0,243.0,No,0.0,0.95,0.94,3.0,No,No,Yes,Yes,No,No
3138952,110.0,4.0,4.0,56.0,168.0,280.0,36.0,116.0,209.0,296.0,47.0,No,0.0,0.93,0.97,0.0,No,No,No,Yes,No,No
3114027,9.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,No,0.0,0.85,0.82,0.0,No,No,No,Yes,No,No
2115505,0.0,4.0,0.0,3.0,3.0,3.0,0.0,0.0,0.0,0.0,0.0,No,0.0,0.22,0.14,0.0,Yes,No,No,Yes,No,No
2950707,140.0,8.0,0.0,0.0,0.0,0.0,5.0,16.0,27.0,38.0,2.0,No,0.0,0.95,0.95,0.0,Yes,No,No,Yes,No,No
2198411,2.0,8.0,0.0,2.0,4.0,6.0,2.0,2.0,6.0,7.0,0.0,No,0.0,0.18,0.31,0.0,No,No,No,Yes,No,No
1314820,189.0,,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,No,0.0,-99.0,-99.0,0.0,Yes,No,No,Yes,No,No
1998143,131.0,2.0,17.0,360.0,576.0,864.0,110.0,310.0,527.0,744.0,97.0,No,0.0,0.94,0.9,0.0,No,No,No,Yes,No,No
1791957,522.0,8.0,0.0,1754.0,1754.0,2892.0,0.0,0.0,0.0,0.0,0.0,No,0.0,0.52,0.6,0.0,Yes,No,No,Yes,No,No
2209879,13.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,6.0,0.0,No,0.0,0.9,0.95,0.0,No,No,No,Yes,No,No
1326436,0.0,2.0,60.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,No,0.0,0.35,0.73,0.0,Yes,No,No,Yes,No,No
3053715,1.0,4.0,2.0,0.0,1.0,1.0,0.0,6.0,7.0,13.0,0.0,No,0.0,0.73,0.78,0.0,No,No,No,Yes,No,No
3119102,168.0,8.0,5.0,120.0,214.0,404.0,44.0,139.0,271.0,377.0,42.0,No,0.0,0.87,0.83,0.0,No,No,No,Yes,No,No
1246392,2.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,No,0.0,0.69,0.68,0.0,No,No,Yes,Yes,No,No
2262634,0.0,2.0,0.0,11.0,11.0,11.0,0.0,0.0,0.0,0.0,0.0,No,0.0,0.0,0.0,0.0,Yes,No,Yes,Yes,No,No
3135020,3.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,No,0.0,-99.0,-99.0,0.0,Yes,No,Yes,Yes,No,No
1636389,24.0,12.0,0.0,0.0,0.0,0.0,2.0,3.0,8.0,9.0,1.0,No,0.0,0.92,0.95,0.0,No,No,No,Yes,No,No
